0,7
0,20
0,28
0,99
0,104
0,200
1,98
2,54
2,98
3,52
3,66
3,204
4,98
4,195
5,32
5,45
5,81
5,101
5,141
5,168
5,204
5,211
5,236
5,246
6,98
6,170
6,242
7,0
7,242
8,98
8,199
8,201
9,44
10,98
10,107
11,47
11,87
11,98
11,127
12,12
12,58
12,64
12,98
12,110
12,144
12,152
13,98
13,197
14,98
15,98
15,186
16,98
17,98
18,98
18,130
19,98
20,0
20,35
20,83
20,116
20,149
20,170
20,222
20,243
21,22
21,242
22,21
22,22
22,98
23,98
24,62
24,242
25,82
25,98
25,113
25,228
26,173
26,201
27,63
27,98
27,111
28,0
28,28
28,98
28,104
28,242
29,41
29,69
29,79
29,98
29,103
29,126
29,241
30,52
30,204
31,44
31,50
31,102
31,192
32,5
32,97
32,98
32,115
32,196
32,199
32,245
33,53
33,98
33,206
34,104
34,132
34,192
35,20
35,98
35,170
35,250
36,175
37,37
37,98
37,118
37,151
37,164
37,191
37,197
37,214
38,145
38,242
39,51
40,98
41,29
41,44
41,69
41,98
41,103
41,122
41,178
41,192
41,226
41,241
42,121
43,217
44,9
44,31
44,41
44,50
44,98
44,122
44,140
44,173
44,178
44,182
44,241
45,5
45,97
45,98
45,115
46,54
46,119
46,129
47,11
47,98
48,211
48,221
49,52
49,204
50,31
50,44
50,72
50,85
50,135
50,230
51,39
51,103
51,162
51,241
52,3
52,30
52,49
52,57
52,70
52,71
52,86
52,98
52,114
52,155
52,190
53,33
53,176
53,195
53,216
54,2
54,46
54,87
54,98
54,119
54,127
54,129
54,159
54,165
54,170
55,98
56,98
57,52
57,64
57,98
57,152
57,204
58,12
58,98
59,98
60,98
61,160
62,24
62,149
63,27
63,78
63,92
63,98
63,219
64,12
64,57
64,234
65,173
66,3
66,204
67,98
67,147
67,160
67,186
68,79
68,98
68,126
69,29
69,41
69,79
69,98
69,126
70,52
70,204
71,52
71,204
72,50
73,192
74,203
74,242
75,77
75,98
75,153
75,156
75,172
75,183
75,184
75,199
75,212
75,231
76,98
77,75
77,98
78,63
78,87
78,98
79,29
79,68
79,69
79,79
79,126
79,132
79,193
79,213
80,98
81,5
81,97
81,115
82,25
82,98
83,20
83,90
84,197
84,199
85,50
85,102
86,52
86,98
86,204
87,11
87,54
87,78
87,229
88,98
89,195
89,202
89,211
89,216
89,223
90,83
91,123
91,145
91,171
92,63
92,93
92,98
92,161
92,163
92,170
93,92
93,98
93,106
93,163
93,189
94,98
95,98
96,98
96,112
96,217
97,32
97,45
97,81
97,101
97,141
97,168
97,204
97,211
97,236
97,246
98,1
98,2
98,4
98,6
98,8
98,10
98,11
98,12
98,13
98,14
98,15
98,16
98,17
98,18
98,19
98,22
98,23
98,25
98,27
98,28
98,29
98,32
98,33
98,35
98,37
98,40
98,41
98,44
98,45
98,47
98,52
98,54
98,55
98,56
98,57
98,58
98,59
98,60
98,63
98,67
98,68
98,69
98,75
98,76
98,77
98,78
98,80
98,82
98,86
98,88
98,92
98,93
98,94
98,95
98,96
98,99
98,102
98,104
98,105
98,109
98,111
98,113
98,114
98,123
98,124
98,125
98,126
98,129
98,130
98,131
98,132
98,133
98,134
98,135
98,137
98,138
98,139
98,144
98,145
98,146
98,147
98,153
98,154
98,155
98,157
98,163
98,167
98,168
98,169
98,170
98,171
98,172
98,173
98,174
98,175
98,177
98,182
98,183
98,184
98,187
98,189
98,190
98,192
98,193
98,202
98,203
98,204
98,205
98,209
98,211
98,213
98,216
98,218
98,220
98,227
98,229
98,230
98,235
98,237
98,238
98,243
98,244
99,0
99,98
100,138
101,5
101,97
101,115
102,31
102,85
102,98
103,29
103,41
103,51
104,0
104,28
104,34
104,98
104,240
104,245
105,98
105,152
106,93
107,10
107,124
107,183
107,217
108,144
109,98
109,242
110,12
111,27
111,98
112,96
112,112
112,192
113,25
113,98
114,52
114,98
114,204
115,32
115,45
115,81
115,101
115,141
115,168
115,204
115,211
115,236
115,246
116,20
117,117
117,249
118,37
118,198
119,46
119,54
119,129
120,120
120,121
120,157
120,161
121,42
121,120
121,161
122,41
122,44
122,173
122,178
122,192
123,91
123,98
124,98
124,107
125,98
125,192
126,29
126,68
126,69
126,79
126,98
127,11
127,54
128,173
128,178
128,188
128,207
129,46
129,54
129,98
129,119
129,159
129,165
130,18
130,98
130,139
131,98
131,186
132,34
132,79
132,98
132,248
133,98
134,98
135,50
135,98
136,146
137,98
137,224
138,98
138,100
138,244
139,98
139,130
140,44
140,140
140,192
141,5
141,97
141,115
142,233
143,156
143,231
144,12
144,98
144,108
144,144
145,38
145,91
145,98
145,199
146,98
146,136
147,67
147,98
147,151
147,160
147,184
147,186
147,198
147,238
148,229
148,242
149,20
149,62
149,242
150,194
150,242
151,37
151,147
152,12
152,57
152,105
152,156
152,211
152,216
153,75
153,98
153,153
154,98
154,209
155,52
155,98
155,181
155,204
156,75
156,143
156,152
156,172
156,183
156,184
156,225
157,98
157,120
158,179
158,229
159,54
159,129
159,165
160,61
160,67
160,147
160,186
160,232
161,92
161,120
161,121
162,51
163,92
163,93
163,98
164,37
165,54
165,129
165,159
166,191
167,98
167,202
167,239
167,242
168,5
168,97
168,98
168,115
168,245
169,98
169,169
169,205
170,6
170,20
170,35
170,54
170,92
170,98
170,242
170,243
171,91
171,98
171,171
171,189
171,206
171,215
171,242
172,75
172,98
172,156
173,26
173,44
173,65
173,98
173,122
173,128
173,178
173,182
173,188
173,192
173,207
173,208
173,226
174,98
175,36
175,98
176,53
177,98
178,41
178,44
178,122
178,128
178,173
178,180
178,188
178,207
178,208
179,158
180,178
181,155
182,44
182,98
182,173
183,75
183,98
183,107
183,156
183,210
184,75
184,98
184,147
184,156
185,231
186,15
186,67
186,131
186,147
186,160
186,238
187,98
187,244
188,128
188,173
188,178
189,93
189,98
189,171
190,52
190,98
190,204
191,37
191,166
192,31
192,34
192,41
192,73
192,98
192,112
192,122
192,125
192,140
192,173
192,192
193,79
193,98
194,150
194,242
195,4
195,53
195,89
196,32
197,13
197,37
197,84
197,209
197,232
198,118
198,147
198,231
199,8
199,32
199,75
199,84
199,145
200,0
200,247
201,8
201,26
201,206
201,207
202,89
202,98
202,167
202,223
202,242
203,74
203,98
203,203
204,3
204,5
204,30
204,49
204,57
204,66
204,70
204,71
204,86
204,97
204,98
204,114
204,115
204,155
204,190
205,98
205,169
205,242
206,33
206,171
206,201
207,128
207,173
207,178
207,201
207,208
208,173
208,178
208,207
209,98
209,154
209,197
209,232
210,183
210,225
211,5
211,48
211,89
211,97
211,98
211,115
211,152
212,75
213,79
213,98
214,37
215,171
215,242
216,53
216,89
216,98
216,152
217,43
217,96
217,107
217,217
218,98
219,63
220,98
221,48
222,20
223,89
223,202
224,137
225,156
225,210
226,41
226,173
227,98
228,25
229,87
229,98
229,148
229,158
230,50
230,98
231,75
231,143
231,185
231,198
232,160
232,197
232,209
233,142
233,242
234,64
235,98
236,5
236,97
236,115
237,98
238,98
238,147
238,186
239,167
240,104
241,29
241,41
241,44
241,51
242,6
242,7
242,21
242,24
242,28
242,38
242,74
242,109
242,148
242,149
242,150
242,167
242,170
242,171
242,194
242,202
242,205
242,215
242,233
242,249
243,20
243,98
243,170
244,98
244,138
244,187
245,32
245,104
245,168
246,5
246,97
246,115
247,200
248,132
249,117
249,242
250,35
