0, 1
1, 0
1, 2
1, 3
2, 1
3, 1
3, 4
4, 3
4, 5
5, 4
5, 6
5, 20
6, 5
6, 7
6, 19
7, 6
7, 8
7, 9
8, 7
9, 7
9, 10
9, 16
10, 9
10, 11
11, 10
11, 12
11, 13
12, 11
13, 11
13, 14
13, 15
14, 13
15, 13
16, 9
16, 17
16, 18
17, 16
18, 16
19, 6
20, 5
20, 21
20, 22
21, 20
22, 20
22, 23
23, 22
23, 24
23, 55
24, 23
24, 25
24, 26
25, 24
26, 24
26, 27
27, 26
27, 28
27, 29
28, 27
29, 27
29, 30
30, 29
30, 31
30, 35
31, 30
31, 32
32, 31
32, 33
32, 34
33, 32
34, 32
35, 30
35, 36
35, 37
36, 35
37, 35
37, 38
38, 37
38, 39
38, 54
39, 38
39, 40
39, 41
40, 39
41, 39
41, 42
41, 53
42, 41
42, 43
42, 50
43, 42
43, 44
44, 43
44, 45
44, 49
45, 44
45, 46
46, 45
46, 47
47, 46
47, 48
48, 47
48, 49
49, 44
49, 48
50, 42
50, 51
50, 52
51, 50
52, 50
53, 41
54, 38
55, 23
55, 56
56, 55
56, 57
56, 61
57, 56
57, 58
58, 57
58, 59
59, 58
59, 60
60, 59
60, 61
61, 56
61, 60
