0, 1
1, 0
1, 2
1, 21
2, 1
2, 3
2, 19
3, 2
3, 4
4, 3
4, 5
4, 9
5, 4
5, 6
6, 5
6, 7
7, 6
7, 8
7, 10
8, 7
8, 9
9, 4
9, 8
10, 7
10, 11
11, 10
11, 12
12, 11
12, 13
12, 14
13, 12
14, 12
14, 15
15, 14
15, 16
16, 15
16, 17
17, 16
17, 18
18, 17
19, 2
19, 20
19, 37
20, 19
20, 21
21, 1
21, 20
21, 22
21, 29
22, 21
22, 23
23, 22
23, 24
23, 28
24, 23
24, 25
25, 24
25, 26
26, 25
26, 27
27, 26
27, 28
28, 23
28, 27
29, 21
29, 30
30, 29
30, 31
31, 30
31, 32
31, 36
32, 31
32, 33
33, 32
33, 34
34, 33
34, 35
35, 34
35, 36
36, 31
36, 35
37, 19
